example_id,target_text,context_text,guess,clarification_request,affirmation,other,num_context_turns,target_normalized
415,il gatto e di fronte al bunny rosa.,"""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.",1,0,0,0,1,il gatto e di fronte al bunny rosa
418,What does purple mean?,Please try to fill in the blank in Italian.,0,1,0,0,1,what does purple mean
422,la palla e sotto all'bero verde,"Please try to fill in the blank in Italian.
what is under?
Hmm...  ""is under the"" is ""e sotto""",1,0,0,0,3,la palla e sotto all'bero verde
425,il cane e sotto il tavolo gialla.,"Please try to fill in the blank in Italian.
il cane is under the tavolo gialla.
OK,  ""is under the"" is  ""e sotto il""",1,0,0,0,3,il cane e sotto il tavolo gialla
427,what is behind in italian?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is behind in italian
428,Got it! What about 'is behind the'?,"Please try to fill in the blank in Italian.
What is blue?
Well,  ""blue"" is ""blu""",0,1,1,0,3,got it what about 'is behind the'
431,"Could you tell me how to say ""is in front of the?""","""Purple"" is ""viola"". Please try to fill in the blank in Italian.
I don't remember. How do you say bed again?
Hmm...  ""bed"" is  ""letto""
So, letto viola is purple bed?
['al (""to the"", or ""of the"") is used when the following word (letto) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.  ']",0,1,0,0,5,could you tell me how to say is in front of the
432,e dietro la baggo rossa is my first guess.,Please try to fill in the blank in Italian.,1,0,0,0,1,e dietro la baggo rossa is my first guess
434,il coniglio e di fronte alla scatola,"Please try to fill in the blank in Italian.
what is front?
Can you give me your best guess?
il coniglio
Well,  ""is in front of the"" is  ""e di fronte alla""
il coniglio e di fronte alla
Hmm...  ""box"" is  ""scatola""",1,0,0,0,7,il coniglio e di fronte alla scatola
436,il coniglio e dietro il la gatto verde,"Please try to fill in the blank in Italian.
il coniglio e dietro la gato verde.
OK,  ""is behind the"" is  ""e dietro il""
il coniglio e dietro il la gato verde
Okay, I'll give you a hint.  ""cat"" is  ""gatto""",1,0,0,0,5,il coniglio e dietro il la gatto verde
437,il gatto e vicino al all'albero blu,"Please try to fill in the blank in Italian.
What is blue in italian?
Hmm...  ""blue"" is ""blu""
what is tree in italian
Why don't you try filling in what you can.
il gatto e vicino al tree blu
Remember that  ""tree"" is  ""all'albero""",1,0,0,0,7,il gatto e vicino al all'albero blu
438,did i write it correctly,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
verde box
Can you try filling in the blank to the best of your ability?
la borsa is behind the verde box
Well,  ""is behind the"" is  ""e dietro la""
la borsa e dietro la verde box
""box"" is  ""scatola""
la borsa e dietro la verde scatola
Prepositional phrases separate the two noun phrases.",0,1,0,0,9,did i write it correctly
442,la scatola e sotto rosa,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.
la scatola is under the tree rosa
OK,  ""is under the"" is  ""e sotto""",1,0,0,0,3,la scatola e sotto rosa
446,how do you say inside of the red box?,"Please try to fill in the blank in Italian.
what is the word for plant?
Remember that  ""box"" is  ""scatola""
Thanks. What is plant?
['rossa is the feminine form, because the noun it modifies (scatola) is feminine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.']",0,1,0,0,5,how do you say inside of the red box
447,il coniglio e vicino flower pot rosa.,Please try to fill in the blank in Italian.,1,0,0,0,1,il coniglio e vicino flower pot rosa
448,il gatto es rosa,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.",1,0,0,0,1,il gatto es rosa
449,il cane rosso e dietro il letto,"Please try to fill in the blank in Italian.
il cane e
Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro il""
il cane e dietro il
Well,  ""bed"" is  ""letto""
il cane e dietro il letto
Hmm...  ""red"" is  ""rosso""",1,0,0,0,7,il cane rosso e dietro il letto
452,il coniglio e dentro la scavalo rosa,"Please try to fill in the blank in Italian.
il coniglio e dento scavalo rosa
Remember that  ""is inside of the"" is  ""e dentro la""",1,0,0,0,3,il coniglio e dentro la scavalo rosa
456,How do I say tree in italian?,"""Red"" is ""rosso"". Please try to fill in the blank in Italian.
What is the word for tree in Italian?
Why don't you try filling in what you can.
Is il cane is in front of the rosso tree?
OK,  ""is in front of the"" is  ""e di fronte""
Is il cane e di fronte de rosso tree?
""Tree"" is ""all'albero"". Do you know how to say red?
Red is rosso right?
OK,  ""red"" is ""rosso""",0,1,0,0,9,how do i say tree in italian
458,a dentro scatola blu,"Please try to fill in the blank in Italian.
What is blue?
Well,  ""blue"" is ""blu""
Got it! What about 'is behind the'?
Almost, ""la"" is a contraction of ""a"" and ""la"", so ""la"" is not needed.",1,0,0,0,5,a dentro scatola blu
459,Would e di fronte scatola rossa be correct?,"Please try to fill in the blank in Italian.
Can you help tell me the word for red?
Well,  ""red"" is ""rossa""
Thanks. What is the word for box?
Remember that  ""box"" is  ""scatola""",1,0,0,0,5,would e di fronte scatola rossa be correct
460,il cane e dentro de la cama rosa,Please try to fill in the blank in Italian.,1,0,0,0,1,il cane e dentro de la cama rosa
461,la pianta e in cima al,"Please try to fill in the blank in Italian.
la pianta e dietro l'albero giallo
Remember that  ""is on top of the"" is  ""e in cima al""",1,0,0,0,3,la pianta e in cima al
462,"Would 'il cane e di fronte', be correct?","""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.",1,0,1,0,1,would 'il cane e di fronte' be correct
463,la pianta e in cima al tavolo,Please try to fill in the blank in Italian.,1,0,0,0,1,la pianta e in cima al tavolo
464,la palla esta en la balsa verde,"""Green"" is ""verde"". Please try to fill in the blank in Italian.",1,0,0,0,1,la palla esta en la balsa verde
465,"How do you say ""bed""?","Please try to fill in the blank in Italian.
How do you say ""is on top of""?
Remember that  ""is on top of the"" is ""e in cima al""",0,1,0,0,3,how do you say bed
466,La palla e sotto il letto,"Please try to fill in the blank in Italian.
What is under?
Well,  ""is under the"" is ""e sotto il""
Thank you. La palla e sotto il la bed
OK,  ""bed"" is  ""letto""",1,0,0,0,5,la palla e sotto il letto
469,"Okay. I remember now. And red is rossa, right?","Please try to fill in the blank in Italian.
The Italian word for box is scatola, correct?
Remember that  ""box"" is  ""scatola""",0,1,1,0,3,okay i remember now and red is rossa right
470,il coniglio e dietro l'albero rosa,"Please try to fill in the blank in Italian.
il coniglio
OK,  ""tree"" is "" l'albero""
il coniglio e sotto l'albero rosa
Remember that  ""is behind the"" is  ""e dietro""",1,0,0,0,5,il coniglio e dietro l'albero rosa
473,Is it e sotto l'albero pinko?,Please try to fill in the blank in Italian.,1,0,0,0,1,is it e sotto l'albero pinko
476,la borsa e dietro la verde box,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
verde box
Can you try filling in the blank to the best of your ability?
la borsa is behind the verde box
Well,  ""is behind the"" is  ""e dietro la""",1,0,0,0,5,la borsa e dietro la verde box
477,e accanto al tabla amarilo,"Please try to fill in the blank in Italian.
e centro la tabla amarilo
Hmm...  ""is next to the"" is  ""e accanto al""",1,0,0,0,3,e accanto al tabla amarilo
479,la pianta e in cima al verde tavolo,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
What is ""on top of""?
Hmm...  ""is on top of the"" is ""e in cima al""
la pianta e in cima al verde rasa
Okay, I'll give you a hint.  ""table"" is  ""tavolo""",1,0,0,0,5,la pianta e in cima al verde tavolo
480,I don't remember. How do you say is behind the in Italian?,Please try to fill in the blank in Italian.,0,1,0,0,1,i don't remember how do you say is behind the in italian
481,il coniglio e vincino alla pianta verde,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
How do you say next?
That's almost correct. Remember that ""alla"" is a contraction of the words ""a"" and ""alla."" Please try again.
What is the word for plant?
OK,  ""plant"" is  ""pianta""
il coniglio es alla pianta verde
Hmm...  ""is next to the"" is  ""e vicino alla""",1,0,0,0,7,il coniglio e vincino alla pianta verde
482,la palla e dietro l'albero azul,"Please try to fill in the blank in Italian.
How do you say under?
Can you give me your best guess?",1,0,0,0,3,la palla e dietro l'albero azul
483,il cane e dentro la,"Please try to fill in the blank in Italian.
il cane...
Hmm...  ""is inside of the"" is  ""e dentro la""
il cane e dentro la
Remember that  ""bag"" is "" borsa""",1,0,0,0,5,il cane e dentro la
485,la scatola e in cima tovolo rosso,"Please try to fill in the blank in Italian.
how do you say on top of?
Almost, ""al"" is a contraction of ""a"" and ""al"", so ""al"" is not needed.
how do you say table?
Remember that  ""table"" is  ""tavolo""
las scatola e in al tovolo rosso
OK,  ""is on top of the"" is  ""e in cima al""
la scatola e in cima al tovolo rosso
al (""to the"", or ""of the"") is used when the following word (tavolo) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").",1,0,0,0,9,la scatola e in cima tovolo rosso
486,What is the word for pink?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for pink
490,il coniglio e vicino alla flower pot rosa.,"Please try to fill in the blank in Italian.
il coniglio e vicino flower pot rosa.
Well,  ""is next to the"" is  ""e vicino alla""",1,0,0,0,3,il coniglio e vicino alla flower pot rosa
492,"What is ""is next to"" again?",Please try to fill in the blank in Italian.,0,1,0,0,1,what is is next to again
493,"So how do you say ""is next to the"" in Italian?","Please try to fill in the blank in Italian.
I believe the Italian word for bed is letto, right?
Well,  ""bed"" is  ""letto""",0,1,0,0,3,so how do you say is next to the in italian
494,e fronto la scatola viola,Please try to fill in the blank in Italian.,1,0,0,0,1,e fronto la scatola viola
495,"What is ""on top of""?","""Green"" is ""verde"". Please try to fill in the blank in Italian.",0,1,0,0,1,what is on top of
496,how do i saY behind the,Please try to fill in the blank in Italian.,0,1,1,0,1,how do i say behind the
497,Okay! I remember that now. So my next guess is e vicino l'albera viola.,"Please try to fill in the blank in Italian.
e dietro l'albera viola would be my first guess.
Well,  ""is next to the"" is  ""e vicino""",1,0,0,0,3,okay i remember that now so my next guess is e vicino l'albera viola
498,e sima la gato il tavolo,"Please try to fill in the blank in Italian.
can I have a clue?
il (""the"") is used for when the following word (tavolo) is masculine.",1,0,0,0,3,e sima la gato il tavolo
500,il cane...,Please try to fill in the blank in Italian.,1,1,0,0,1,il cane
501,What is the word for purple?,"""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.
What is the word for purple bed?
OK,  ""bed"" is  ""letto""",0,1,0,0,3,what is the word for purple
504,Is it il coniglio e dentro la rossa scatola?,"""Box"" is ""scatola"". Please try to fill in the blank in Italian.
What's inside and red?
Well,  ""red"" is ""rossa""
Okay, what about inside?
Well,  ""is inside of the"" is ""e dentro la""",1,0,0,0,5,is it il coniglio e dentro la rossa scatola
506,How do you say is behind the in Italian?,"Please try to fill in the blank in Italian.
e dietro al all'albero blu is my initial thought.
l' (""the"" is prepended to the following word when it begins with a vowel.",0,1,0,0,3,how do you say is behind the in italian
507,what is under?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is under
509,e centro la scatola pupo,"Please try to fill in the blank in Italian.
What does purple mean?
Why don't you try filling in what you can.",1,0,0,0,3,e centro la scatola pupo
510,il coniglio es alla pianta verde,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
How do you say next?
That's almost correct. Remember that ""alla"" is a contraction of the words ""a"" and ""alla."" Please try again.
What is the word for plant?
OK,  ""plant"" is  ""pianta""",1,0,0,0,5,il coniglio es alla pianta verde
513,What is the word for under?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for under
515,Okay. How would I say is inside of the in Italian?,"""Box"" is ""scatola"". Please try to fill in the blank in Italian.
Is gialla Italian for yellow?
Remember that  ""yellow"" is ""gialla""",0,1,0,0,3,okay how would i say is inside of the in italian
516,e dietro l'albero amarillo,Please try to fill in the blank in Italian.,1,0,0,0,1,e dietro l'albero amarillo
517,la pianta e in cima al giallo tavolo,"Please try to fill in the blank in Italian.
la pianta e dietro l'albero giallo
Remember that  ""is on top of the"" is  ""e in cima al""
la pianta e in cima al
Hmm...  ""table"" is  ""tavolo""
la pianta e in cima al tavolo
Okay, I'll give you a hint.  ""yellow"" is  ""giallo""",1,0,0,0,7,la pianta e in cima al giallo tavolo
518,How do you say bunny?,Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say bunny
519,How do I say in front of?,Please try to fill in the blank in Italian.,0,1,0,0,1,how do i say in front of
520,I don't remember. How do you say bed again?,"""Purple"" is ""viola"". Please try to fill in the blank in Italian.",0,1,0,0,1,i don't remember how do you say bed again
521,Thanks. What is plant?,"Please try to fill in the blank in Italian.
what is the word for plant?
Remember that  ""box"" is  ""scatola""",0,1,0,0,3,thanks what is plant
522,il gatto al frente de...,Please try to fill in the blank in Italian.,1,0,0,0,1,il gatto al frente de
523,il coniglio e dietro il gato verde.,"Please try to fill in the blank in Italian.
il coniglio e dietro la gato verde.
OK,  ""is behind the"" is  ""e dietro il""
il coniglio e dietro il la gato verde
Okay, I'll give you a hint.  ""cat"" is  ""gatto""
il coniglio e dietro il la gatto verde
il (""the"") is used for when the following word (gatto) is masculine.",1,0,0,0,7,il coniglio e dietro il gato verde
524,Got it! What is yellow?,"Please try to fill in the blank in Italian.
e centro la tabla amarilo
Hmm...  ""is next to the"" is  ""e accanto al""
e accanto al tabla amarilo
Okay, I'll give you a hint.  ""is next to the"" is ""e accanto al""",0,1,1,0,5,got it what is yellow
525,how do say green bed?,"""Bed"" is ""letto"". Please try to fill in the blank in Italian.
what is the phrase next to?
Remember that  ""is next to the"" is ""e accanto al""
la pianta is next to the
Remember that  ""bed"" is "" letto""
la pianta e accanto al
['al (""to the"", or ""of the"") is used when the following word (letto) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.  ']",0,1,1,0,7,how do say green bed
526,il coniglio e di fronte all'albero conglo.,"Please try to fill in the blank in Italian.
il coniglio e de fronte al all'albero conglio.
OK,  ""is in front of the"" is  ""e di fronte""
il coniglio e di fronte all'albero.
""Tree"" is ""all'albero"". Do you know how to say yellow?",1,0,0,0,5,il coniglio e di fronte all'albero conglo
527,what is box in italian?,"Please try to fill in the blank in Italian.
what is inside in italian?
OK,  ""is inside of the"" is ""e dentro la""",0,1,0,0,3,what is box in italian
529,"I don't know the word for ""tree"" in any Romance language, I don't think.","""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.",0,1,0,0,1,i don't know the word for tree in any romance language i don't think
535,il cane e di fronte blu All'albero is the total sentence. Isn't this right?,"""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.
Would 'il cane e di fronte', be correct?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""
Thanks. So, 'il cane e di frote all'albero be the whole sentence?
""All'albero"" is ""tree.""
What is the word for blue?
Okay, I'll give you a hint.  ""blue"" is ""blu""",0,1,0,0,7,il cane e di fronte blu all'albero is the total sentence isn't this right
537,ill gatto e accanto al purple coniglio,"""Is Next To The"" is ""e accanto al"". Please try to fill in the blank in Italian.
il gatto e accanto al purple bunny
Bunny is coniglio",1,0,0,0,3,ill gatto e accanto al purple coniglio
538,What is the word for box in Italian?,"Please try to fill in the blank in Italian.
I don't remember. How do you say is behind the in Italian?
OK,  ""is behind the"" is ""e dietro la""",0,1,0,0,3,what is the word for box in italian
539,la palla e sotto tree rossa.,"""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.",1,0,0,0,1,la palla e sotto tree rossa
540,e dentro la lapiz borsa,"""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.
e dentro la
Can you try filling in the blank to the best of your ability?
e dentro la lapiz bago
Okay, I'll give you a hint.  ""bag"" is  ""borsa""",1,0,0,0,5,e dentro la lapiz borsa
541,il gatto e in cima al table rosa.,"""Is On Top Of The"" is ""e in cima al"". Please try to fill in the blank in Italian.",1,0,0,0,1,il gatto e in cima al table rosa
542,My guess is e dentro la bagga rossa.,"Please try to fill in the blank in Italian.
e dietro la baggo rossa is my first guess.
Can you try filling in the blank to the best of your ability?
I just did that. What is the Italian word for bag please?
Can you give me your best guess?
I can but I'd love a little assistance. How do you say is inside of the in Italian?
Remember that  ""is inside of the"" is ""e dentro la""",1,0,0,0,7,my guess is e dentro la bagga rossa
543,il cane letto giallo,"""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.
how do you say bed?
OK,  ""bed"" is  ""letto""
Ok.   How do you say in front of?
Why don't you try filling in what you can.",1,0,0,0,5,il cane letto giallo
546,la borsa is behind the verde box,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
verde box
Can you try filling in the blank to the best of your ability?",1,0,0,0,3,la borsa is behind the verde box
548,How do you say dog in Italian?,"""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.
e fronte alla doggo giallo is my guess.
Remember that  ""is behind the"" is  ""e dietro il""
e dietro il doggo giallo perhaps?
Can you try filling in the blank to the best of your ability?",0,1,0,0,5,how do you say dog in italian
549,Is gialla Italian for yellow?,"""Box"" is ""scatola"". Please try to fill in the blank in Italian.",0,1,0,0,1,is gialla italian for yellow
550,That's right. How do you say tree though?,"Please try to fill in the blank in Italian.
What was the Italian word for tree again?
Remember that  ""purple"" is ""viola""",0,1,1,0,3,that's right how do you say tree though
551,"I believe dog in Italian is cane, right?",Please try to fill in the blank in Italian.,0,1,0,0,1,i believe dog in italian is cane right
555,e dietro alla scatola viola is my initial guess.,Please try to fill in the blank in Italian.,1,0,0,0,1,e dietro alla scatola viola is my initial guess
557,the dog is in front of the coniglio rosa.,Please try to fill in the blank in Italian.,1,0,0,0,1,the dog is in front of the coniglio rosa
559,Okay. Is it el dietro all l'albero viola by chance?,"Please try to fill in the blank in Italian.
What was the Italian word for tree again?
Remember that  ""purple"" is ""viola""
That's right. How do you say tree though?
Okay, I'll give you a hint.  ""tree"" is  ""l'albero""",1,0,0,0,5,okay is it el dietro all l'albero viola by chance
561,e in cima al la table blu,"Please try to fill in the blank in Italian.
e topo la blu table
Hmm...  ""is on top of the"" is  ""e in cima al""",1,0,0,0,3,e in cima al la table blu
563,la pianta e dentro la giatta rosada,"Please try to fill in the blank in Italian.
la pianta es en frente de al giatta pink
OK,  ""is inside of the"" is  ""e dentro la""",1,0,0,0,3,la pianta e dentro la giatta rosada
565,That's right. I remember that now.,"Please try to fill in the blank in Italian.
I don't remember. How do you say is behind the in Italian?
OK,  ""is behind the"" is ""e dietro la""
What is the word for box in Italian?
Remember that  ""box"" is  ""scatola""",0,0,1,0,5,that's right i remember that now
568,il cane e sotto tavolo verde.,Please try to fill in the blank in Italian.,1,0,0,0,1,il cane e sotto tavolo verde
569,la pianta is next to the,"""Bed"" is ""letto"". Please try to fill in the blank in Italian.
what is the phrase next to?
Remember that  ""is next to the"" is ""e accanto al""",1,0,0,0,3,la pianta is next to the
570,il gatto e vicino al tree blu,"Please try to fill in the blank in Italian.
What is blue in italian?
Hmm...  ""blue"" is ""blu""
what is tree in italian
Why don't you try filling in what you can.",1,0,0,0,5,il gatto e vicino al tree blu
572,"Thanks. So, 'il cane e di frote all'albero be the whole sentence?","""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.
Would 'il cane e di fronte', be correct?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""",0,0,1,0,3,thanks so 'il cane e di frote all'albero be the whole sentence
573,oh ok  il coniglio e dentro la scatolo rosa,"Please try to fill in the blank in Italian.
il coniglio e dento scavalo rosa
Remember that  ""is inside of the"" is  ""e dentro la""
il coniglio e dentro la scavalo rosa
Well,  ""box"" is  ""scatola""",1,0,0,0,5,oh ok il coniglio e dentro la scatolo rosa
574,"How do you say ""red"" in Italian?","""Bunny"" is ""coniglio"". Please try to fill in the blank in Italian.",0,1,0,0,1,how do you say red in italian
575,what's the words for is behind the?,Please try to fill in the blank in Italian.,0,1,0,0,1,what's the words for is behind the
579,"How do you say ""yellow?",Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say yellow
580,I have it. E dietro letto viola is my answer.,"Please try to fill in the blank in Italian.
What was the Italian word for tree again?
Remember that  ""purple"" is ""viola""
That's right. How do you say tree though?
Okay, I'll give you a hint.  ""tree"" is  ""l'albero""
Okay. Is it el dietro all l'albero viola by chance?
Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro""",1,0,0,0,7,i have it e dietro letto viola is my answer
584,how do you say bed?,"""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.",0,1,0,0,1,how do you say bed
585,Is it il congilio e dentro la scatola?,"""Box"" is ""scatola"". Please try to fill in the blank in Italian.
How do I say inside?
OK,  ""is inside of the"" is ""e dentro la""",1,0,0,0,3,is it il congilio e dentro la scatola
586,il cane e dietro il,"Please try to fill in the blank in Italian.
il cane e
Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro il""",1,0,0,0,3,il cane e dietro il
588,il gatto e accanto al tavalo rosa.,"Please try to fill in the blank in Italian.
How do you say ""is next to the""?
Remember that  ""is next to the"" is ""e accanto al""",1,0,0,0,3,il gatto e accanto al tavalo rosa
589,what is table in italian?,"Please try to fill in the blank in Italian.
what is on top in italian?
OK,  ""is on top of the"" is ""e in cima al""",0,1,0,0,3,what is table in italian
592,I see. What is the word for tree?,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
verde
['all\' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l\' (""the"")', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. ']",0,1,0,0,3,i see what is the word for tree
593,"So, one last question, how do you say ""is in front of the"" in Italian?","Please try to fill in the blank in Italian.
e dietro alla scatola viola is my initial guess.
""Box"" is ""scatola"". Do you know how to say purple?
I think purple is viola, correct?
OK,  ""purple"" is ""viola""",0,1,0,0,5,so one last question how do you say is in front of the in italian
594,What is under?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is under
596,is bed letto?,"Please try to fill in the blank in Italian.
how do you day red?
Hmm...  ""red"" is ""rosso""",0,1,0,0,3,is bed letto
597,what is the phrase next to?,"""Bed"" is ""letto"". Please try to fill in the blank in Italian.",0,1,1,0,1,what is the phrase next to
598,il coniglio e dietro il la gato verde,"Please try to fill in the blank in Italian.
il coniglio e dietro la gato verde.
OK,  ""is behind the"" is  ""e dietro il""",1,0,0,0,3,il coniglio e dietro il la gato verde
599,"how do you say ""pink""?","Please try to fill in the blank in Italian.
la pianta es en frente de al giatta pink
OK,  ""is inside of the"" is  ""e dentro la""
la pianta e dentro la giatta rosada
""box"" is  ""scatola""",0,1,0,0,5,how do you say pink
600,What is the word for plant?,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
How do you say next?
That's almost correct. Remember that ""alla"" is a contraction of the words ""a"" and ""alla."" Please try again.",0,1,0,0,3,what is the word for plant
601,what is table?,"Please try to fill in the blank in Italian.
what is on top?
Remember that  ""is on top of the"" is ""e in cima al""",0,1,0,0,3,what is table
602,e dietro l'albera viola would be my first guess.,Please try to fill in the blank in Italian.,1,0,0,0,1,e dietro l'albera viola would be my first guess
603,Which word comes first?,"Please try to fill in the blank in Italian.
What is the word for pink again?
OK,  ""pink"" is ""rosa""
I think you say il gatto rosa.
Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino""",0,1,0,0,5,which word comes first
606,What is blue in italian?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is blue in italian
610,"What is the word for ""tree""?","Please try to fill in the blank in Italian.
How do you say ""is in front of""?
Okay, I'll give you a hint.  ""is in front of the"" is ""e di fronte""",0,1,0,0,3,what is the word for tree
616,"And I believe red is rosso in Italian, correct?","Please try to fill in the blank in Italian.
I don't remember. How do you say is behind the in Italian?
OK,  ""is behind the"" is ""e dietro la""
What is the word for box in Italian?
Remember that  ""box"" is  ""scatola""
That's right. I remember that now.
The box is called scatola.",0,1,0,0,7,and i believe red is rosso in italian correct
620,What is the yellow bag?,"""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.
La palla e dentro la
gialla is the feminine form, because the noun it modifies (borsa) is feminine.",0,1,0,0,3,what is the yellow bag
624,what is front?,Please try to fill in the blank in Italian.,0,1,1,0,1,what is front
626,Oh ok. la palla e sotto l'albero rossa.,"""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.
la palla e sotto tree rossa.
OK,  ""tree"" is  ""l'albero""",1,0,0,0,3,oh ok la palla e sotto l'albero rossa
627,Oh! Il cane e dietro l'albero?,"""Tree"" is ""l'albero"". Please try to fill in the blank in Italian.
il cane es behind l'albero?
Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro""",1,0,0,0,3,oh il cane e dietro l'albero
628,No,"Please try to fill in the blank in Italian.
il coniglio e de fronte al all'albero conglio.
OK,  ""is in front of the"" is  ""e di fronte""
il coniglio e di fronte all'albero.
""Tree"" is ""all'albero"". Do you know how to say yellow?
il coniglio e di fronte all'albero conglo.
""Tree"" is ""all'albero"". Do you know how to say yellow?",0,1,0,0,7,no
629,il gatto e accanto tavolo verde.,Please try to fill in the blank in Italian.,1,0,0,0,1,il gatto e accanto tavolo verde
631,What is the word for blue?,"""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.
Would 'il cane e di fronte', be correct?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""
Thanks. So, 'il cane e di frote all'albero be the whole sentence?
""All'albero"" is ""tree.""",0,1,0,0,5,what is the word for blue
632,How do you say on top of again?,Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say on top of again
634,"What is the word for ""red"" in Italian?","""Bunny"" is ""coniglio"". Please try to fill in the blank in Italian.
How do you say ""red"" in Italian?
Well,  ""bunny"" is "" coniglio""",0,1,0,0,3,what is the word for red in italian
636,So is it il congilio e dentro la verde scatola,"""Box"" is ""scatola"". Please try to fill in the blank in Italian.
How do I say inside?
OK,  ""is inside of the"" is ""e dentro la""
Is it il congilio e dentro la scatola?
Well,  ""green"" is  ""verde""
So verde scatola is green box?
OK,  ""box"" is  ""scatola""
Okay, green box translates to verde scatola?
Prepositional phrases separate the two noun phrases.",1,0,0,0,9,so is it il congilio e dentro la verde scatola
637,il gatto is inside of the letto blu.,Please try to fill in the blank in Italian.,1,0,0,0,1,il gatto is inside of the letto blu
638,"I think purple is viola, correct?","Please try to fill in the blank in Italian.
e dietro alla scatola viola is my initial guess.
""Box"" is ""scatola"". Do you know how to say purple?",0,1,0,0,3,i think purple is viola correct
639,"How do you say ""red""?","Please try to fill in the blank in Italian.
How do you say ""is under the""?
Almost, ""il"" is a contraction of ""a"" and ""il"", so ""il"" is not needed.",0,1,0,0,3,how do you say red
640,How do you say tree again?,"Please try to fill in the blank in Italian.
e dietro l'albera viola would be my first guess.
Well,  ""is next to the"" is  ""e vicino""
Okay! I remember that now. So my next guess is e vicino l'albera viola.
Can you try filling in the blank to the best of your ability?",0,1,0,0,5,how do you say tree again
642,il gatto e accanto al purple bunny,"""Is Next To The"" is ""e accanto al"". Please try to fill in the blank in Italian.",1,0,0,0,1,il gatto e accanto al purple bunny
644,Is il cane e di fronte de rosso tree?,"""Red"" is ""rosso"". Please try to fill in the blank in Italian.
What is the word for tree in Italian?
Why don't you try filling in what you can.
Is il cane is in front of the rosso tree?
OK,  ""is in front of the"" is  ""e di fronte""",1,0,0,0,5,is il cane e di fronte de rosso tree
645,il cane e dentro la,"Please try to fill in the blank in Italian.
il cane...
Hmm...  ""is inside of the"" is  ""e dentro la""",1,0,0,0,3,il cane e dentro la
646,la pianta e accanto al rosa letto,"Please try to fill in the blank in Italian.
What is the word for pink?
Hmm...  ""pink"" is ""rosa""
What is the word for next to?
Remember that  ""is next to the"" is ""e accanto al""
la pianta e accanto al rosa cama
Well,  ""bed"" is  ""letto""",1,0,0,0,7,la pianta e accanto al rosa letto
647,"Okay, what about inside?","""Box"" is ""scatola"". Please try to fill in the blank in Italian.
What's inside and red?
Well,  ""red"" is ""rossa""",0,1,0,0,3,okay what about inside
